reactor,knob,value,abs_flow,path,X_solid,X_gas,T_gas_out,T_solid_out,Ts_in,n_bad,err_mass,gas_feasible,banner_ok,valid,term,X_prod,w_out_Fe2O3,w_out_Fe3O4,w_out_FeO,w_out_Fe,Tg_in
reduction,gas_flow,0.5,0.01035266272189349,cold,98.99842519811124,52.83755457220959,1042.2150643597315,1042.18409038071,1173.9,0,0.009906996634841053,True,True,True,optimal,28.4829006918511,0.01145336187204886,0.5084309887284879,0.25229876550957525,0.22781688388988655,1050.0
reduction,gas_flow,0.75,0.015528994082840235,cold,99.06975238332835,38.38635254079929,1035.129714904356,1035.0690042648573,1173.9,0,0.010755014604731343,True,True,True,optimal,33.94920595954583,0.010776548649428305,0.5110226772045733,0.20311834701860224,0.27508242712739656,1050.0
reduction,gas_flow,1.0,0.02070532544378698,cold,99.06189827675497,29.624816263758643,1034.8418291871549,1034.7547840385296,1173.9,0,0.01092843281937687,True,True,True,optimal,36.051218699898,0.010917720176731283,0.5173621286818537,0.17825666348349214,0.2934634876579214,1050.0
reduction,gas_flow,1.5,0.03105798816568047,cold,98.93544740425541,19.641445926968494,1039.113071238678,1038.9790921887873,1173.9,0,0.010509727931316675,True,True,True,optimal,36.26943803293565,0.012378231946887634,0.5351283201377109,0.15751898538335823,0.2949744625320426,1050.0
reduction,gas_flow,2.0,0.04141065088757396,cold,98.73066112733827,14.284890417446722,1043.3888900059126,1043.2154594552267,1173.9,0,0.009826471070189495,True,True,True,optimal,34.90494339280387,0.014686994336017405,0.5542870603685983,0.14854160074766085,0.2824843445477224,1050.0
