reactor,knob,value,abs_flow,path,X_solid,X_gas,T_gas_out,T_solid_out,Ts_in,n_bad,err_mass,gas_feasible,banner_ok,valid,term,X_prod,Tg_in
wet,T_solid,923.0,,cold,40.872984387579834,26.242159249763997,1083.3782711385024,1083.441703595534,923.0,0,0.008934320197584387,True,True,True,optimal,40.872984387579834,1050.0
wet,T_solid,973.0,,cold,99.99909028587551,99.99999634110759,1102.1002071812718,1102.5704246102944,973.0,0,99.99903465904306,False,False,False,infeasible,99.99909028587551,1050.0
wet,T_solid,1023.0,,cold,41.34635543175841,26.774983989658264,1114.4051934917316,1114.4622459388484,1023.0,0,0.009097681412266382,True,True,True,optimal,41.34635543175841,1050.0
wet,T_solid,1073.0,,cold,41.40163748808651,26.919991342525122,1129.7838148894414,1129.8378708534055,1073.0,0,0.009143846865256787,True,True,True,optimal,41.40163748808651,1050.0
wet,T_solid,1123.0,,cold,40.94646784018852,26.704245773235414,1144.318744351632,1144.3702021119457,1123.0,0,0.009083816175137,True,True,True,optimal,40.94646784018852,1050.0
wet,T_solid,1173.9,,cold,40.889673513428235,26.772524968028762,1160.0431505454617,1160.091716586239,1173.9,0,0.0091074763244186,True,True,True,optimal,40.889673513428235,1050.0
wet,T_solid,1223.0,,cold,40.58254236010811,26.658333122355298,1174.8664724328826,1174.9124299189698,1223.0,0,0.009077239551520015,True,True,True,optimal,40.58254236010811,1050.0
