z,x_norm,T_gas,T_bub,T_sol,P_emul,F_emul,F_bub,C_react,X_solid,X_gas,db,db_max,delta,y_emul_H2,y_bub_H2,y_emul_H2O,y_bub_H2O,y_emul_N2,y_bub_N2,y_emul_O2,y_bub_O2,y_emul_CO2,y_bub_CO2,w_Fe2O3,w_Fe3O4,w_FeO,w_Fe,w_Al2O3,X_prod,flow_mass,dens_mass_particle,particle_porosity,delta_e,u_solid
0.5,0.5,1123.8202547262904,1123.8665533811693,1123.6922843005364,92349.82860158208,0.0008968932827299064,0.019809053320820388,0.4090630392615493,98.4823140647797,22.014874915226102,0.12454314952904709,0.13670700519630094,0.526926023653836,0.04138902417802265,0.8051107446187039,0.9485778130878052,0.18487016555041916,0.010013136761250426,0.009999091633998656,1.001313730511082e-05,9.999091609374345e-06,1.0012835616616102e-05,9.99910526890567e-06,0.01694967096009699,0.5123497830350983,0.32395612170122073,0.14674442430358403,1.3454340684072822e-18,18.785819607681518,0.0006179899948927949,3431.559198933254,0.3898686593536159,0.473073976346164,7.863439460535641e-05
0.55,0.55,1119.7696236818322,1119.8155131445617,1119.6469262793553,91913.26881181878,0.0008958825192374427,0.01981006408431285,0.4301084120929255,98.8318040023914,23.138473338596025,0.12634066580452324,0.13677164659177785,0.5254343699992753,0.043567495205672706,0.79334693313927,0.9464110749304163,0.19663344570912128,0.010001427233430156,0.009999621897683815,1.0001427630414038e-05,9.999621879730795e-06,1.000120285062041e-05,9.99963204508346e-06,0.013124793863125294,0.4933005614371604,0.33172132254620473,0.16185332215350962,1.424718832115756e-18,20.5964675545622,0.0006143049702942345,3411.097087630499,0.3973680734165906,0.47456563000072466,7.863439460535641e-05
0.6,0.6,1115.874539757842,1115.9198407388715,1115.7568345121,91478.26867457957,0.0008947549321333356,0.019811191671416963,0.45273393074888335,99.09017566472018,24.22452210645976,0.12775829414316703,0.13684383289627955,0.524372017657955,0.04591712223463265,0.7819609944090318,0.9440696250363722,0.2080190150233547,0.009993266360621103,0.009999990579032761,9.993266671796872e-06,9.999990564978806e-06,9.993101702178282e-06,9.999998015685573e-06,0.010281578112232827,0.4752787473116544,0.3373482038507078,0.1770914707254049,1.5050120929730258e-18,22.404915764041306,0.0006107431094399876,3391.3188768492205,0.40460961878172386,0.4756279823420449,7.863439460535641e-05
0.65,0.65,1112.1203521494356,1112.1649767892186,1112.007299046434,91045.06218309856,0.0008935238343833408,0.019812422769166955,0.4768590001536173,99.2838217535325,25.277253735352172,0.12888110330838592,0.13692275308379753,0.5236402843250741,0.048430567781932256,0.7709101621750086,0.941561803253904,0.21906959404892196,0.009987653774623614,0.010000243284178896,9.98765403737812e-06,1.0000243272328908e-05,9.987535502644072e-06,1.00002486181471e-05,0.008139269415803013,0.45831279691887017,0.3411194424144662,0.19242849125086064,1.5868829504327349e-18,24.207669264161503,0.0006072905282333871,3372.1474713289263,0.41161816416133856,0.47635971567492597,7.863439460535641e-05
0.7,0.7,1108.494619513338,1108.5385347302104,1108.3858759827247,90613.81801114968,0.0008922003181411332,0.01981374628540916,0.5024281588968287,99.43075626415553,26.29981554538483,0.12977528717261966,0.1370077363802389,0.5231648622074273,0.05110310829236978,0.7601626662179648,0.9388930406487129,0.22981692073195242,0.009983883374280612,0.010000412221941446,9.983883611064076e-06,1.0000412211279258e-05,9.983801025632982e-06,1.0000415930048379e-05,0.006505302547019126,0.44238327667048716,0.3432755506402402,0.20783587014225363,1.671590276048064e-18,26.00154570083346,0.0006039369023606516,3353.5255424814172,0.41841329256732845,0.4768351377925728,7.863439460535641e-05
0.75,0.75,1104.9868557651332,1105.030060323686,1104.8821026237472,90184.655571959,0.0008907935680922816,0.019815153035458014,0.5294029685485537,99.5434987272483,27.294571129445544,0.13049234910474736,0.13709823189198642,0.5228893573350036,0.053931812780895455,0.7496946689130485,0.936066774593893,0.24028480959246373,0.00998144978006891,0.01000052045113907,9.981450003906042e-06,1.0000520441076458e-05,9.981395138813723e-06,1.0000522907545993e-05,0.005245218921037605,0.4274453378727544,0.34402288548148446,0.22328655772472344,1.7590007681284924e-18,27.783621459835402,0.0006006744783594854,3335.4100370775404,0.4250105111373235,0.4771106426649963,7.863439460535641e-05
0.8,0.8,1101.5882506927364,1101.6307608439088,1101.4872024614353,89757.65690682834,0.0008893111663425956,0.019816635437207696,0.5577564891115018,99.63089163012201,28.263311214718705,0.13107235915153695,0.13719378915848315,0.5227707109094083,0.056914982282111976,0.739488125721025,0.9330850704308351,0.2504912884539622,0.009979987345529722,0.01000058465421601,9.979987563537295e-06,1.00005846444325e-05,9.979953959812922e-06,1.0000586152466868e-05,0.004263621985942016,0.41344170502543076,0.3435399114680832,0.23875476152054392,1.848880886283674e-18,29.551201488288918,0.0005974973819245951,3317.7683364235722,0.43142217666500554,0.4772292890905917,7.863439460535641e-05
0.85,0.85,1098.2914060719806,1098.3332465943427,1098.1938133827634,89332.87557845168,0.0008877593649025733,0.01981818723864772,0.5874693372598095,99.69927160316398,29.207403953991744,0.13154648948255548,0.13729404096046102,0.5227758916127555,0.060051748926956305,0.7295292627336692,0.9299490633082406,0.2604501190344146,0.009979229323134395,0.010000616997161364,9.979229538782159e-06,1.00006169875014e-05,9.979212129864812e-06,1.0000617767337074e-05,0.0034918503491666525,0.4003102004044102,0.3419821048266243,0.25421584441979894,1.9410140255153932e-18,31.30180147486727,0.0005944011249092461,3300.575518851945,0.43765820521398885,0.4772241083872445,7.863439460535641e-05
0.9,0.9,1095.0901022824225,1095.1313009519329,1094.995750404195,88910.3433788185,0.0008861433193079499,0.019819803284242345,0.6185267519759117,99.75323949268714,30.127903702146796,0.13193898801840342,0.13739868868598137,0.5228794685505689,0.06334177646923671,0.7198074767386434,0.926659285671013,0.2701718956035606,0.009978979904695285,0.010000626404773762,9.978980119261366e-06,1.0000626395180533e-05,9.978974935923476e-06,1.0000626626927546e-05,0.002879838786420699,0.3879880700325779,0.3394858146634994,0.269646276517502,2.035075019832386e-18,33.03313609555622,0.0005913822485108294,3283.8123784110935,0.4437266177392172,0.47712053144943123,7.863439460535641e-05
0.95,0.95,1091.9790986657497,1092.0196829137972,1091.8878042689685,88490.07542228763,0.0008844672845282678,0.019821479319022027,0.6509163248185603,99.79617594539404,31.025630741359507,0.13226871471170337,0.13750749012112465,0.5230618077924366,0.06678502750670975,0.7103145306659953,0.9232159195844628,0.2796648486439028,0.009979094715031972,0.010000619451393971,9.979094928535937e-06,1.000061944186709e-05,9.979098867086896e-06,1.0000619266122413e-05,0.002390647182876468,0.3764144142008791,0.33617132656729215,0.28502361204895227,2.130621147468971e-18,34.74310994474695,0.0005884380617540558,3267.463972721554,0.44963396095759467,0.47693819220756356,7.863439460535641e-05
1.0,1.0,1088.9539657730709,1088.9939607456213,1088.8655730472692,88072.0740332609,0.0008827347772829208,0.01982321182626737,0.6846261843513366,99.83059230120396,31.90123032649572,0.13255033736318417,0.1376202493717778,0.5233077186327568,0.07038157599093856,0.7010439590849283,0.9196189980739236,0.2889354387209449,0.009979466990094601,0.010000600992634142,9.979467201889378e-06,1.0000600983202862e-05,9.979477841439569e-06,1.000060050941985e-05,0.0019967227456280804,0.36553148631562543,0.33214531479515885,0.30032647614358743,2.227092656758662e-18,36.42980943778222,0.000585566447809709,3251.518547507643,0.455385633111046,0.4766922813672433,7.863439460535641e-05
