z,x_norm,T_gas,T_bub,T_sol,P_emul,F_emul,F_bub,C_react,X_solid,X_gas,db,db_max,delta,y_emul_H2,y_bub_H2,y_emul_H2O,y_bub_H2O,y_emul_N2,y_bub_N2,y_emul_O2,y_bub_O2,y_emul_CO2,y_bub_CO2,w_Fe2O3,w_Fe3O4,w_FeO,w_Fe,w_Al2O3,X_prod,flow_mass,dens_mass_particle,particle_porosity,delta_e,u_solid
0.0,0.0,1049.9999999999989,1049.999999999999,1173.9000000000003,96600.0,14.548846168671519,285.45115383132844,10.954406097493377,0.0,0.0,0.034567175543298925,6.02042588222787,0.6525390388236777,1e-05,1e-05,0.9900000000000001,0.9900000000000001,0.01,0.01,1e-05,1e-05,1e-05,1e-05,0.0,1e-05,1e-05,1.0,0.0,0.0015008768009863332,10.0,5747.853058153505,0.27,0.34746096117632225,5.242974534625229e-05
0.25,0.05,1122.2359595609817,1121.9288234378762,1122.3645436215102,92824.69705120195,13.080376205693328,286.92862379430665,0.2278362077673149,19.113237586646093,12.190669946460792,0.11109671980701112,6.296680108364868,0.5395749635193874,0.9670765443655716,0.08210949611592025,0.0229022192779771,0.9078708745407472,0.010001233419504109,0.009999630104554472,1.0001474415221078e-05,9.999619118147468e-06,1.0001462531981513e-05,9.999619659875378e-06,0.0,0.04335900686669255,0.1920774118360993,0.7645635812972083,0.0,19.11445159729825,10.57946839112009,6080.922974553794,0.1536315052101882,0.4604250364806126,5.242974534625229e-05
0.5,0.1,1132.7426091402388,1132.7044731775836,1132.7518381682423,88617.72306758635,12.371723073888948,287.63727692611104,0.07162527667186407,25.170705938421406,16.209427439506214,0.17690931202397414,6.444707449709109,0.49602643896911847,0.9823639298641568,0.12512795762046686,0.0076122167815868905,0.8648525216381094,0.010003845450052668,0.009999521707184074,1.0003960463073065e-05,9.999516760296614e-06,1.0003943740644913e-05,9.99951747955405e-06,0.0,0.0659958390343743,0.2392380825663725,0.6947660783992532,0.0,25.17182903393631,10.77042998903831,6190.6848950122085,0.11490407142332308,0.5039735610308815,5.242974534625229e-05
0.75,0.15,1139.03468775777,1138.9898462509866,1139.0398664239392,84097.10985946615,11.675753929912984,288.3332460700871,0.03944201991439985,28.6101394324188,18.55519546260645,0.2579675780606399,6.601907339293483,0.4640012628811786,0.9853779764124211,0.1512378483499415,0.004441699900011035,0.8387489565535925,0.010160003704009166,0.009993208678143864,1.0160070229368224e-05,9.993205984268868e-06,1.01599133292738e-05,9.993212337774468e-06,0.0,0.08251238537023976,0.2614451049372716,0.6560425096924888,0.0,28.61121090627432,10.881895534642144,6254.753652729982,0.0921539682970814,0.5359987371188214,5.242974534625229e-05
1.0,0.2,1143.5641240411337,1143.5204647897244,1143.5680243961056,79438.86507145097,10.98533978563085,289.0236602143691,0.0272272496239964,31.010618321483218,20.22676482519569,0.3235732634769354,6.772217423053595,0.4516848746383616,0.9864875631569304,0.17036525805095765,0.0032588580924805036,0.8196239319300285,0.010233112724729593,0.009990828354718286,1.0233153592065714e-05,9.990826801414406e-06,1.0232872267305097e-05,9.99083749413099e-06,0.0,0.09598419134745624,0.2746267298323882,0.6293890788201558,0.0,31.011653767107987,10.961324878379417,6300.408472360722,0.07586674224619763,0.5483151253616385,5.242974534625229e-05
1.25,0.25,1147.004557473553,1146.9707531236074,1147.0077343196513,74701.55141368243,10.299263454842029,289.70973654515797,0.020191443710021642,32.78786050452462,21.485994218297495,0.3896997149402083,6.957801963450863,0.445405230435584,0.9872374702742622,0.1851804660390997,0.002577727945100817,0.8048057039881072,0.010164473089144348,0.009993842279180522,1.016449977234316e-05,9.993841330585224e-06,1.0164191720322712e-05,9.993852281922082e-06,0.0,0.10717413285136919,0.2829795859177791,0.6098462812308518,0.0,32.78886927593376,11.021160834140238,6334.801300491461,0.06355052040310183,0.554594769564416,5.242974534625229e-05
1.5,0.3,1149.721438434208,1149.6877950630455,1149.7241504482022,69927.09664332584,9.618228933826433,290.39077106617356,0.01570544602427626,34.15646625186582,22.47015342997333,0.4565759677724213,7.158649307370253,0.44341883950070327,0.9877105123211477,0.19711139458397403,0.0021469977652818517,0.7928729730342742,0.010122245688320363,0.009995641090755774,1.0122264011640772e-05,9.995640483856698e-06,1.0121961238473699e-05,9.995650512211335e-06,0.0,0.11660001627588278,0.2884959958859776,0.5949039878381397,0.0,34.15745448218881,11.067926101387767,6361.681288927868,0.05389403618246156,0.5565811604992966,5.242974534625229e-05
1.75,0.35,1151.922760621091,1151.880066419552,1151.9251648067695,65148.76557260554,8.943863876128402,291.0651361238716,0.01264090871793195,35.24009543112367,23.25947384465255,0.5244372193233857,7.376884747170894,0.44484825781946175,0.987944283458293,0.20699008796617835,0.0018583591425310137,0.7829956717082985,0.010177003696760684,0.00999425181252664,1.017701614656451e-05,9.994251429968455e-06,1.0176686268804558e-05,9.99426156646855e-06,0.0,0.12462611534077532,0.2922367466902476,0.5831371379689773,0.0,35.24106739750767,11.105433070929113,6383.239743885898,0.04612822291529463,0.5551517421805383,5.242974534625229e-05
2.0,0.4,1153.7288401893306,1153.6858839813824,1153.7310552419626,60395.9845863525,8.278421050834577,291.7305789491654,0.010437586348720825,36.11513837875564,23.904127080429483,0.5935551504883827,7.616930200342128,0.4493356212812495,0.9881067157434118,0.215329823219322,0.0016577916574689855,0.7746566009220058,0.010215062826678417,0.009993588671306368,1.0215070820070789e-05,9.993588444478356e-06,1.021470162071047e-05,9.993598921226343e-06,0.0,0.1315125578686772,0.2948121162065354,0.5736753259247874,0.0,36.11609721182305,11.136065773485974,6400.846971192994,0.03977074505208336,0.5506643787187504,5.242974534625229e-05
2.25,0.45,1155.2330784399987,1155.1898988204935,1155.235162372935,55694.20887609336,7.62403232507066,292.38496767492927,0.008789149681004376,36.83208539811312,24.437683882817126,0.6642106728533115,7.880607316488892,0.4564826031819137,0.9882206683029453,0.22247619407316008,0.0015157955307920248,0.7675104646399037,0.010243050469602973,0.00999335456725998,1.0243054949956774e-05,9.993354450433311e-06,1.0242641709759494e-05,9.99336522580472e-06,0.0,0.13745462114581355,0.2965966201630709,0.5659487586911157,0.0,36.833033470689045,11.161419409767227,6415.419868776445,0.034497925949656255,0.5435173968180863,5.242974534625229e-05
