z,x_norm,T_gas,T_bub,T_sol,P_emul,F_emul,F_bub,C_react,X_solid,X_gas,db,db_max,delta,y_emul_H2,y_bub_H2,y_emul_H2O,y_bub_H2O,y_emul_N2,y_bub_N2,y_emul_O2,y_bub_O2,y_emul_CO2,y_bub_CO2,w_Fe2O3,w_Fe3O4,w_FeO,w_Fe,w_Al2O3
0.3850000000000001,0.55,1142.0807432574688,1142.0369898778893,1142.094818006666,91013.31722212958,0.0008697805125231512,0.01983616609102714,0.09911624722634652,31.394239457993567,20.083008583286997,0.11971376687477897,0.13846054684318104,0.5397773376393862,0.9792773869916928,0.1646044106468714,0.010341199120206082,0.8253917504790327,0.010360693164559334,0.009983871102828086,1.0360692424162096e-05,9.983871135293185e-06,1.036003111748835e-05,9.98390013241163e-06,5.443132484421273e-17,0.0725008917753789,0.3012193874123793,0.6262797208122417,5.4431324017032116e-17
0.4200000000000001,0.6,1144.3140602454741,1144.2710690987474,1144.3276118707115,90463.715109607,0.0008628408976941727,0.019843105705856113,0.09279929196508793,32.6150561701069,20.92202239724854,0.12220717314431682,0.13892501042735836,0.5392966397085807,0.9798425589547768,0.17353190421070544,0.00975999651920543,0.8164648219308276,0.010376691871143592,0.009983307212348974,1.0376687865899274e-05,9.983307386509642e-06,1.0375967008258271e-05,9.983338731676237e-06,5.407846696569047e-17,0.07867770479514853,0.3084176347385422,0.6129046604663091,5.407846613850986e-17
0.4550000000000001,0.65,1146.4723583504745,1146.430074558902,1146.4854779771788,89912.0757863117,0.0008559649311962482,0.019849981672354043,0.08736131209809427,33.78327050349679,21.730427766053413,0.12436483651129515,0.1393902267296066,0.539198961502937,0.9803287869058228,0.18213831537445702,0.009261874612996513,0.8078587871152423,0.010388562144521789,0.00998293161311045,1.0388555408962922e-05,9.98293190355919e-06,1.038778124979278e-05,9.982965286617762e-06,5.3648796268305925e-17,0.08489003206001858,0.31492788650616915,0.6001820814338124,5.364879709548654e-17
0.4900000000000001,0.7,1148.5651613952477,1148.5235392465952,1148.5779193331896,89358.83507050485,0.0008491480071071589,0.019856798596443126,0.08261524826405392,34.9051925164886,22.51202258695225,0.12624234441208715,0.13985648037199327,0.5394117507148475,0.9807528830400831,0.19046264401528545,0.008829020757870823,0.7995346934530764,0.010397302436481593,0.009982697101543257,1.0397293415060214e-05,9.982697487331624e-06,1.039647214947828e-05,9.982732607596802e-06,5.3164260335251964e-17,0.09113805925598474,0.3208283536359309,0.5880335871080844,5.3164260335251964e-17
0.5250000000000001,0.75,1150.6000048680517,1150.5590057504737,1150.6124561499505,88804.3559552563,0.000842386565393783,0.019863560038156505,0.07842313353874687,35.98585260033062,23.26982042702757,0.12788613664610815,0.1403239938647561,0.539877465330363,0.9811272603480569,0.19853589949259104,0.008448283497523454,0.7914615662814662,0.010403649739317063,0.009982569050336725,1.0403638802876832e-05,9.982569514131931e-06,1.0402776299673319e-05,9.982606091719727e-06,2.451063209936709e-17,0.09742112390865486,0.32618236600668077,0.5763965100846644,2.451063127218648e-17
0.5600000000000002,0.8,1152.5829170848624,1152.5425079674903,1152.5951053171975,88248.94286351417,0.0008356778040170412,0.019870268799533245,0.07468132166918921,37.02931350302444,24.006240525391025,0.12933501198412514,0.14079294447590093,0.5405500844447637,0.981461253182275,0.20638302557276253,0.008109775782225643,0.7836144876295595,0.01040815564761519,0.009982521715411445,1.0408143108817557e-05,9.982522242751836e-06,1.0407244775495485e-05,9.982560023680992e-06,4.8942458701776256e-17,0.10373786059532861,0.3310420908172099,0.5652200485874616,4.894245952895687e-17
0.5950000000000001,0.85,1154.5187686533245,1154.478920937749,1154.5307287579678,87692.85277348074,0.0008290194781548244,0.01987692712539546,0.07131068565480558,38.03889625936627,24.72324575722989,0.13062138651163732,0.14126347607304726,0.5413925474772617,0.9817619974080574,0.21402430149348428,0.0078059469645558625,0.7759731974971708,0.010411237840119205,0.009982535742317899,1.041122395961575e-05,9.982536321240786e-06,1.0406563307960863e-05,9.98273070596527e-06,5.066583243256822e-17,0.11008632972174488,0.3354511890806607,0.5544624811975944,5.066583160538761e-17
0.6300000000000002,0.9,1156.4115306834872,1156.3722193663684,1156.4232908913903,87136.3039973709,0.0008224097579065704,0.019883536845643715,0.06824994192654515,39.01734658963048,25.422444539503868,0.13177234467272342,0.14173570764133506,0.5423748405374298,0.9820350160053812,0.22147637950761792,0.007530949750569748,0.7685210585279757,0.010413215548713136,0.009982596451541804,1.0413200546648615e-05,9.98259707204733e-06,1.040549478923148e-05,9.982915792511457e-06,5.01791309406706e-17,0.1164641298629273,0.3394467462800783,0.5440891238569943,5.0179130113489985e-17
0.6650000000000001,0.95,1158.2644689093265,1158.2256718844098,1158.2760522357532,86579.48317214286,0.0008158471256857112,0.019890099477864576,0.06545101557808865,39.966959477162305,26.105167369129077,0.13281051718145007,0.14220973937600603,0.5434725430749427,0.9822846465637677,0.22875306458989542,0.007280200159561918,0.7612442769839214,0.010414334813417036,0.009982692622296133,1.0414318875200691e-05,9.982693276045912e-06,1.0404144378101684e-05,9.983110611023188e-06,4.9606013890179557e-17,0.1228684959583386,0.34306069758231394,0.5340708064593476,4.9606013062998944e-17
0.7000000000000002,1.0,1160.0802912323784,1160.0419887783062,1160.091716586239,86022.55087041527,0.000809330301531984,0.01989661630201831,0.06287574288289076,40.889673513428235,26.772524968028748,0.1337548143577857,0.142685657258466,0.5446657096020212,0.9825143323640334,0.23586590810492186,0.007050063783715804,0.7541313101399639,0.010414786491160297,0.009982815627119439,1.0414769772992722e-05,9.982816307160688e-06,1.0402591317456154e-05,9.983311687527986e-06,4.902956412900054e-17,0.1292963837899583,0.3463208930034625,0.5243827232065792,4.902956412900054e-17
